uuid,created_at,created_longitude,created_latitude,modified_at,modified_longitude,modified_latitude,accessed_at,content,tags,folder,flagged,languageGrammar
"D6CCCC87-8C71-4A22-86C5-DFB83489E482",2026-07-19T05:20:46Z,0.0,0.0,2026-07-19T05:27:15Z,0.0,0.0,2026-07-19T05:20:46Z,"The crazy thing from watching the footage of tonight's show: very little critique. There's parts that are slow, parts where the fills/dynamics can be improved, but overall playing was great. It's even better that the worst thing I can say about my solo is it was just boring.

The main takeaways and things to think about:
- I wrestled a lot with presence during the show. I think I was trying to force this air of creative problem solving, trying to force flow, and instead I just ended up getting stuck thinking about everything. That said, presence habits are becoming more prominent on stage. I found I was much more attentive to what was happening, and there were times I reminded myself to get grounded in the cymbal. And so I ended up being able to feel more of the emotional contents of each song, yet still not sure how to control them AND what I've realized from recording myself is that changing/queuing energy changes needs a lot of work
- It's strange how in a crowd where the musicians will accept you no matter your skill level, I reject them as being not good enough. And as someone who is pursuing perfection, yet is inevitably down on himself for it, I'm unwilling to accept them accepting me","",0,false,Markdown
"CB010CD6-060A-4382-B173-8E80D3BB44BF",2026-07-18T17:49:17Z,0.0,0.0,2026-07-18T18:23:57Z,0.0,0.0,2026-07-18T17:49:17Z,"It feels so much safer in my life when I have things Freedom, Beeper, Buffer, etc to create a genuine distance from social media, YouTube, etc. it puts me back in control of the speed I take risks, ya know? Especially getting away from AI and stuff, it's refreshing to get back to like actually living.

There's a major reminder that like the addiction comes from people pleasing and as a ""productive"" antidote to exhaustion.","",0,false,Markdown
"4812DC46-118E-469E-9C16-AAAEA08AAEC5",2026-07-18T14:49:34Z,0.0,0.0,2026-07-18T14:50:27Z,0.0,0.0,2026-07-18T14:49:34Z,"The point of memorizing openings is to not lose time on a few best moves","",0,false,Markdown
"DE767376-20BB-41CD-AF79-F174200BF955",2026-07-18T14:07:30Z,0.0,0.0,2026-07-18T14:09:51Z,0.0,0.0,2026-07-18T14:07:30Z,"Played 3 games of chess! In a row! I think the reason I'd averted competition in it for so long is from being placed out of my league. When I'm playing with people in my league

It's a burden to become aware of too many things before you are ready

","",0,false,Markdown
"D9714479-152E-4B2D-A7E9-54FA7827F8EC",2026-07-18T13:33:57Z,0.0,0.0,2026-07-18T13:45:19Z,0.0,0.0,2026-07-18T13:33:57Z,"Along the beltline #ideas song that's recorded while running on the beltline, catching other music and conversations then playing on top of it. Run at a consistent tempo for the rhythmic quality

Best way to up insta game is to stop being so insecure and actually ask people. Need genuine feedback that isn't just likes, shares, etc

It's all Measure of self trust. Like all the insecurity, it comes from not knowing how to fulfill intentions here, and in a way either not listening or not having the curiosity to grow closer with someone. When I ask myself what my intentions are on insta, it's genuinely to be generous and offer something. But I have no clue how to do that","",0,false,Markdown
"5D1F82A7-8724-4E18-A892-9D5B4A9D48AC",2026-07-18T12:40:18Z,0.0,0.0,2026-07-18T12:47:05Z,0.0,0.0,2026-07-18T12:40:18Z,"Need to work on a more generous insta strategy. I don't like how like...self centered mine feels? It doesn't offer much outside of insight. Like every post needs to be FOR someone. A rush cover for Drew. A funny video for Jalen. It's the cover gig version of socials. In other words, be more intentional. Put actual thought into it instead of ME ME ME. Make it about sharing Isra's stuff, Nomad stuff, providing something other than solos. ","",0,false,Markdown
"AE3D698F-654C-4259-B7A6-2744E7FFBE01",2026-07-18T02:09:06Z,-84.19407469150607,34.06448838116296,2026-07-18T12:40:03Z,-84.19407469150607,34.06448838116296,2026-07-18T12:38:55Z,"If you're going to out solos, they should be crafted. Put some love into it, not just a stream of consciousness that's what out onto social media. In reality, THAT is what will make you a better soloist. Practicing making solos instead of just improvising them will give you education on improvising 

Or is that truth? Maybe the imperfection is part of it? Putting too much thought into it will make it feel too crafted. The real skill is to be able to actively listen throughout and maintain good time","",0,false,Markdown
"1C0EAB1B-6CE4-4DC5-A92C-A4B4A7404E59",2026-07-18T00:22:35Z,-84.19407469150607,34.06448838116297,2026-07-18T01:39:00Z,-84.1940746915061,34.06448838116297,2026-07-18T01:33:32Z,"I feel like all I've done the past 3 hours is rot. I'm not even really sure why. It was like after practice, I was at between worlds of needing to practice and exercise but not having the energy to do either. I got a little bit into practice then spent the next couple hours obsessing over minute parts of playing. I tried to get the energy to exercise but couldn't pull it together. So instead I just like fucking browsed YouTube and insta for forever (slightly obsessed over Mimza) and then ate a bunch of icing. God, I feel like a lazy fat ass. 

What should I have done instead? Not resisted and just went to bed or gone a walk. 

I just feel anxious, exhausted, starving. And like I have 0 presence, and I think to make matters worse it feels like I'm stuck looping over all these fucking dopamine vices. Like Pinterest, insta, obsession, Netflix, performance, anxiety, whatever thenfuck else and I didn't exercise so I feel like shit and a fat fuck. And with everything comes the realization that all growth happens when the soil is right. Plant growth occurs on its own when you make the base good, and the same can be said for all growth. Today I had a shitty base. It's night and I feel the effects of that. But there's a very real issue I face where I'm much happier and more disciplined without social media, and I can't deny that increasing my social media presence (by way of commenting, messaging, etc) does actually help, but having access to these things puts me at constant unease. So I need a better system.

What about this: limit networking time on app, must always be in an hour window. That time is exclusively meant for networking with intention. Outside of the window, everything must b3 posted through buffer and DMs should be handled through Beeper. Get back off YouTube for sure. Same with Pinterest. That, and there needs to be a better method for creating reels. Clipping solos just always ends up being a call for attention. The problem with the platforms is they scatter attention and make everything feel like a priority. They increase warmth, but not nearly as much as being with someone in person. And they're just making me angry.","",0,false,Markdown
"8D4BF1FA-7979-4781-92D5-65728036C64D",2026-07-17T23:23:13Z,0.0,0.0,2026-07-17T23:24:42Z,0.0,0.0,2026-07-18T12:38:50Z,"The unprofessional sounding parts are really just losing time during fills, not playing tastefully, etc. like this solo actually has a cool arc, but there's too many push pull moments that scream amateur. It would also be great if in the 15 minutes there was more than one good take, but that could also do with the delay","",0,false,Markdown
"6FEDF7CE-5A26-42A6-827B-5E38151A9289",2026-07-17T10:40:00Z,0.0,0.0,2026-07-17T14:25:38Z,0.0,0.0,2026-07-17T14:12:53Z,"What needs to happen today?
- Isra rehearsal
- Make Dentist appointment
- Figure out Doctor payment thing
- Oil change

Music & Arts is also a great place to apply for

Today is a fantastic reminder that when I'm well rested, meditated, well fed, and post workout, that growth happens naturally. When all these are done, progress towards goals becomes incredibly streamlined. Courage becomes a natural byproduct, rather than something that's forced.

It's also a great reminder that meditation is what zones focus in, and on those days where it feels like focus is incredibly scattered the actual antidote is actually either rest or meditation. It's a good note that I'm starting to long for deeper and extended meditations now, as the short ones don't hit the same

Other reminders:
- Mental models are frequently wrong. Courage is being willing to admit that and being attentive enough to change.
- The priority now is to get a lessons job. It doesn't have to be perfect, just a foot in the door to the industry. The ideal is some place like Musicologie, but equally valid is something like a $22.50/hr place that just gets me in
- Focusing too much on journaling, venting, etc, is often an excuse not to do the hard thing. When energy is low, it can be a trap that keeps you stuck. I felt better this morning taking Mu for a walk than hours of journaling could've accomplished. Action > Inaction. That said, I'm gravitating more and more towards action
	- Too much visualization does the same thing

What I once assumed to be anti social behavior now seems very obvious to just be exhaustion, specifically muscling through exhaustion. 

It's all made me aware of what the stoics mean by pursuing truth. You grow up learning and believing the world has a set of rules and following them. But when you free your awareness/attention from the tasks of survival, you learn that there are no rules. Pursuing logic and reason is a means of dividing what's true about human nature from what's been an experienced on an individual level. And having courage is just a means of being willing to take action to understand the difference","",0,false,Markdown
"5D26A84C-EA1F-430F-9AF8-16939E5C228C",2026-07-17T00:56:01Z,-84.19407427617061,34.064490431412715,2026-07-17T00:56:44Z,-84.19407427617061,34.064490431412715,2026-07-17T00:56:01Z,"If I want to be the drummers drummmer, it's better to look t the drummers in my network and look back on the content that specifically worked for them ","",0,false,Markdown
"B0D923D2-FC14-4AC9-BFB9-FE0061DB49C2",2026-07-16T23:01:59Z,-84.19413401678528,34.06454680246229,2026-07-16T23:02:13Z,-84.19413401678528,34.06454680246229,2026-07-16T23:01:59Z,"Pokopia
Journal
Small practice","",0,false,Markdown
"C3536968-1E23-46D1-9419-EC7965496FCE",2026-07-16T21:25:18Z,0.0,0.0,2026-07-16T21:56:38Z,0.0,0.0,2026-07-16T22:32:57Z,"Gotta take the rest of today to recover. Tomorrow is back on

#ideas make reels about practicing or recording other peoples music. Think Ash Soan or Richard Bailey, both tend to record on top of someone else's music. And Benny talks about practicing someone else's music. Or even, about what I'm learning to enhance students music

Need to meditate on other BTS AND less serious content","",0,false,Markdown
"1741F96A-794E-49BA-A739-D3ACDD43506C",2026-07-16T20:49:29Z,0.0,0.0,2026-07-16T20:56:12Z,0.0,0.0,2026-07-16T22:33:08Z,"It's worth sitting still once again with the journaling why am I so afraid of someone wanting me? It's something that popped up again today with Mimza and Brandi and Kaylen. Like why am I averse to complimenting them? Or even criticizing? Or the girl at the bar last night, what made it so hard to talk to her? 

One thing that comes up is how it's betrayed me in the past. Like with Haley, then with Jess. Mimza doesn't seem too different from the latter, where Brandi is tied to the former.","",0,false,Markdown
"FAA2EFC3-D7C6-4C44-B30E-259E1BE1B7B4",2026-07-16T15:50:45Z,0.0,0.0,2026-07-16T15:56:12Z,0.0,0.0,2026-07-16T17:50:51Z,"I think I've associated exhaustion with being in a crappy mood. It can be low energy without being that. Maybe it's not that so much as I highlight the negativity? Idk, I feel less filtered and less in control. Maybe it's not a bad thing. I think I got it from my family though as a logical conclusion, how can I instead choose to create calm and joy while being exhausted? Like not performing?

Stood up to Brandi on bar today for getting in the way #evidence and a bit to Momo for trying to clean bar too early (not necessarily in a bad way but in a don't hold it over yourself kind of way.) but I do think there's a way to say these things and immediately let go that I haven't mastered yet, because I still worry I've harmed my friendship with her. I just think there's a better way to handle that than just saying that, maybe saying it from some perspective of how I felt? Idk. It's good #feedback

In the flip side, momo Tommie and Kaylen all said how much they love working with me. Warmed my heart #evidence","",0,false,Markdown
"D2F6213E-059F-4F71-B24D-4F2274D7AB46",2026-07-16T14:27:32Z,0.0,0.0,2026-07-16T14:29:25Z,0.0,0.0,2026-07-16T14:27:32Z,"I think where I get it wrong is trying to force it too soon. Slow is smooth, smooth is fast. If I take for instance the run club, I've made 2 friends. That's two more than I had at the beginning of the year. It's the others who show up consistently too. 

Also need to be aware, exhaustion in and of itself is not bad. It's just real. What makes it hard on me is when I try to push myself still or ","",0,false,Markdown
"164AD2AC-9DD7-4438-9B9D-70182F76F132",2026-07-16T03:57:55Z,0.0,0.0,2026-07-16T03:58:20Z,0.0,0.0,2026-07-16T03:57:55Z,"Why am I so afraid of attracting others? Or even connecting with them?","",0,false,Markdown
"DB80B5AC-995B-4B00-9CD7-DFD18417CAA9",2026-07-16T03:32:09Z,0.0,0.0,2026-07-16T03:54:09Z,0.0,0.0,2026-07-16T04:02:33Z,"After the jazz jam: it's surprising how in all my failed attempts at connecting with people, especially talking to women, I've never approached it as reps. There was a cute girl at the bar, I made eyes with her a couple times, but never said anything. For one, I couldn't tell how old she was, and I guess part of me didn't want to risk talking to her if she was too young. But that's weird, why not just do it for the friendship? Or even just curiosity? It's something I run into a lot. My only real incentive to engage with people is transactional, like I only see these public encounters as being worthwhile for the sake of connection alone. And then there's so much pressure on worrying about someone seeing I like them as something I need to hide, as if it puts a responsibility on them. And likewise, I'm terrified to act in a way that may attract someone to me. It's a weird paradox

A good way to test out the earlier theory is grind out chess games tomorrow

I eat better when marathon training because the physiological consequences of eating poorly are much more drastic. If I eat fried foods, I can't finish my run, whereas healthy foods push me further","",0,false,Markdown
"0217911C-0A98-4624-BBB9-039C5C6D8DD4",2026-07-16T00:08:37Z,0.0,0.0,2026-07-16T01:12:38Z,0.0,0.0,2026-07-16T00:08:37Z,"At Noah's cornhole contest, I can begin to see the boon of competition. When not used as a personal status symbol and when the ego is foregone, they become the peak limit tests. They are such an accessible flow environment. And if you sit in that practice mentality where it's not about proving anything and even in a sense not about getting better but instead exclusively about putting yourself in a scenario where you're pushed to the limit and put into presence, there's no other experience like it.

But why does all this make me feel so strained? Is it because I'm exhausted? Or have I been thinking on it too much","",0,false,Markdown
